Sat, 21 Nov 15 21:47:11 +0000 | get_tweets.php -> __construct | Unable to connect to DB | attempted connection to tweetview
Sun, 22 Nov 15 10:24:08 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA5\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374255806103552, tweet_text = "RT @giftedteen: 2 white men were just caught entering a school 😥😓😓 school shooters maybe?? 😩😨  https://t.co/TYX0nYilYl", created_at = "2015-11-22 10:23:35", geo_lat = 0, geo_long = 0, user_id = 186499064, screen_name = "_EmmaWright_", name = "Emma", profile_image_url = "http://pbs.twimg.com/profile_images/660812648469110784/36_Dtz9H_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:24:10 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668374262521049090, url="http://timesofindia.indiatimes.com/india/Peace-talks-along-with-military-action-required-to-fight-ISIS-Sri-Sri-Ravi-Shankar/articleshow/49879918.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=TOIIndiaNews"
Sun, 22 Nov 15 10:24:14 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374279310991360, tweet_text = "RT @MarvAbbey: \"ISIS killed Biggie!!\"\n\nSpread the word 😂😂😂 https://t.co/AIBtFUtEmi", created_at = "2015-11-22 10:23:40", geo_lat = 0, geo_long = 0, user_id = 271310374, screen_name = "DavidKimaita", name = "That 1%", profile_image_url = "http://pbs.twimg.com/profile_images/668049911389245441/2wDjca1I_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:24:16 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x91\x8D\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374289083711488, tweet_text = "@mefbama SOUNDS LIKE A LEADER TO ME TRYING TO PROTECT HIS CITIZENS‼️👍🏻👍🏻\nNOT LIKE THIS LIB ASSHOLE OBAMA GIVING US UP‼️", created_at = "2015-11-22 10:23:42", geo_lat = 0, geo_long = 0, user_id = 2713177031, screen_name = "grossi_jim", name = "Jim Grossi", profile_image_url = "http://pbs.twimg.com/profile_images/551509216427769856/oGRuJ1ic_normal.jpeg", is_rt = 0
Sun, 22 Nov 15 10:24:17 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x93\xA2 W...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374294238519296, tweet_text = "📢 West is stepping up war on ISIS partly because it doesn’t want to lose #Credibility in the war on terror to Russia https://t.co/sGZUI8jf39", created_at = "2015-11-22 10:23:44", geo_lat = 0, geo_long = 0, user_id = 115650912, screen_name = "Facfortia", name = "Swati", profile_image_url = "http://pbs.twimg.com/profile_images/568460246704607232/ZU7ZKL0z_normal.jpeg", is_rt = 0
Sun, 22 Nov 15 10:24:17 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA5\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374291357020160, tweet_text = "RT @giftedteen: 2 white men were just caught entering a school 😥😓😓 school shooters maybe?? 😩😨  https://t.co/TYX0nYilYl", created_at = "2015-11-22 10:23:43", geo_lat = 0, geo_long = 0, user_id = 2641351971, screen_name = "Loyzaloy", name = ":)))", profile_image_url = "http://pbs.twimg.com/profile_images/665944720867241984/9WNzDUyS_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:24:20 +0000 | ./parse_tweets.php -> insert | Data too long for column 'location' at row 1 | INSERT INTO users SET screen_name = "BlindHedgehog", profile_image_url = "http://pbs.twimg.com/profile_images/661417217549074432/xo59WPMy_normal.png", user_id = 180369692, name = "Jason Bratcher", location = "Valrico, Florida; United States", url = "http://twitter.com/BlindHedgehog", description = "I\'m a congenitally blind #CancerCrab; introvert; beat to my own drum; BTW, Skype to Imcoocoo and mail to Imcoocoo@GMail.com", created_at = "2010-08-19 13:28:40", followers_count = 102, friends_count = 119, statuses_count = 41315, time_zone = "Eastern Time (US & Canada)", last_update = "2015-11-22 10:23:46"
Sun, 22 Nov 15 10:24:22 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668374315683942400, url="https://www.washingtonpost.com/world/national-security/inside-the-islamic-states-propaganda-machine/2015/11/20/051e997a-8ce6-11e5-acff-673ae92ddd2b_story.html"
Sun, 22 Nov 15 10:24:22 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x91\x87\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374312416616448, tweet_text = "#AbdelSalamZayed\n#HalaMadrid \n#ElClasico \nFollow plz\n👇👇👇👇👇👇\n@Abdulsalam_alz \nhttps://t.co/cqIwnDzJJa\nThanks\n👍😘🙏 https://t.co/NqIGl0LXwV", created_at = "2015-11-22 10:23:48", geo_lat = 0, geo_long = 0, user_id = 3050615640, screen_name = "aliaagcca", name = "Aliaa", profile_image_url = "http://pbs.twimg.com/profile_images/643105998249418752/wEPdHCDy_normal.jpg", is_rt = 0
Sun, 22 Nov 15 10:24:23 +0000 | ./parse_tweets.php -> insert | Data too long for column 'location' at row 1 | INSERT INTO users SET screen_name = "BlindHedgehog", profile_image_url = "http://pbs.twimg.com/profile_images/661417217549074432/xo59WPMy_normal.png", user_id = 180369692, name = "Jason Bratcher", location = "Valrico, Florida; United States", url = "http://twitter.com/BlindHedgehog", description = "I\'m a congenitally blind #CancerCrab; introvert; beat to my own drum; BTW, Skype to Imcoocoo and mail to Imcoocoo@GMail.com", created_at = "2010-08-19 13:28:40", followers_count = 102, friends_count = 119, statuses_count = 41316, time_zone = "Eastern Time (US & Canada)", last_update = "2015-11-22 10:23:49"
Sun, 22 Nov 15 10:24:28 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xB6\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374341940289536, tweet_text = "RT @LewJBurns: Acc quite scared to go winter wonderland cause of Isis 😶😦", created_at = "2015-11-22 10:23:55", geo_lat = 0, geo_long = 0, user_id = 2271794962, screen_name = "chlo_allenn", name = "Chlo X", profile_image_url = "http://pbs.twimg.com/profile_images/660485471890485248/MV8HXqO7_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:24:30 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x80 h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374348487458816, tweet_text = "RT @iMac_too: Orgasmic sounds heard in NDTV studio. 😀 https://t.co/GIdhk8BNAt", created_at = "2015-11-22 10:23:57", geo_lat = 0, geo_long = 0, user_id = 193579632, screen_name = "nishi_2000", name = "Nautanki Governance", profile_image_url = "http://pbs.twimg.com/profile_images/593282038116978688/6FyzhNAs_normal.png", is_rt = 1
Sun, 22 Nov 15 10:24:31 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x80 h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374353646501889, tweet_text = "RT @resolve: Obama said \"folks wanna pop off\" im screaming give this man a third term 💀 https://t.co/8fxB7d1ao6", created_at = "2015-11-22 10:23:58", geo_lat = 0, geo_long = 0, user_id = 1181036076, screen_name = "HelloIAmBaeMax", name = "Marwins Room", profile_image_url = "http://pbs.twimg.com/profile_images/596200794174558208/MLPOrl0J_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:24:32 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668374358834843648, url="http://timesofindia.indiatimes.com/india/Peace-talks-along-with-military-action-required-to-fight-ISIS-Sri-Sri-Ravi-Shankar/articleshow/49879918.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=TOIIndiaNews"
Sun, 22 Nov 15 10:24:37 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668374374085431296, url="http://theinternationalreporter.org/2015/11/14/who-is-really-responsible-for-the-paris-massacre-isis-is-working-on-mossadcia-plan-to-create-greater-israel/"
Sun, 22 Nov 15 10:24:38 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668374380653604864, url="http://timesofindia.indiatimes.com/india/Peace-talks-along-with-military-action-required-to-fight-ISIS-Sri-Sri-Ravi-Shankar/articleshow/49879918.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=TOIIndiaNews"
Sun, 22 Nov 15 10:24:38 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8C "...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374379663917056, tweet_text = "RT @Petrasa1: 😌 \"@Ayaan: Saudi Arabia, an ISIS That Has Made It https://t.co/AWTu2oNWpa. Kamel Daoud, thank you for your brave and honest c…", created_at = "2015-11-22 10:24:04", geo_lat = 0, geo_long = 0, user_id = 12432812, screen_name = "mitja", name = "mitja", profile_image_url = "http://pbs.twimg.com/profile_images/551323557221761024/0qhdFSKI_normal.png", is_rt = 1
Sun, 22 Nov 15 10:24:44 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x93\xB7 T...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374406008332288, tweet_text = "RT @FCBarcelona: 📷 Take a look through the best pictures from #ElClasico #FCB #MesQueUnClub https://t.co/KlvbdJRfsX https://t.co/cThTfkqvxC", created_at = "2015-11-22 10:24:10", geo_lat = 0, geo_long = 0, user_id = 4158724174, screen_name = "MorganeCannet", name = "Morgane ⚓️", profile_image_url = "http://pbs.twimg.com/profile_images/664167993103032320/yxe4t3RO_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:24:49 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x93\xB7 T...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374424320651264, tweet_text = "RT @FCBarcelona: 📷 Take a look through the best pictures from #ElClasico #FCB #MesQueUnClub https://t.co/KlvbdJRfsX https://t.co/cThTfkqvxC", created_at = "2015-11-22 10:24:15", geo_lat = 0, geo_long = 0, user_id = 634940449, screen_name = "farouksadiq1", name = "Pharouq sadeeq.", profile_image_url = "http://pbs.twimg.com/profile_images/617996752835227648/hSJGR6iO_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:24:55 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x91\x80 \xE2...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374450195324928, tweet_text = "RT @TinchyStryder: So did Barca really do Madrid like that with no Messi! 👀 ⚽️ #ElClasico", created_at = "2015-11-22 10:24:21", geo_lat = 0, geo_long = 0, user_id = 722320969, screen_name = "Omgitstaz", name = "Tass", profile_image_url = "http://pbs.twimg.com/profile_images/666993493064159232/4wUKd-i3_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:25:04 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668374489802137602, url="https://www.washingtonpost.com/news/worldviews/wp/2015/11/19/the-tiny-pill-fueling-syrias-war-and-turning-fighters-into-super-human-soldiers/?postshare=7201448132558176&tid=ss_fb"
Sun, 22 Nov 15 10:25:06 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x93\xB7 T...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374498974896129, tweet_text = "RT @FCBarcelona: 📷 Take a look through the best pictures from #ElClasico #FCB #MesQueUnClub https://t.co/KlvbdJRfsX https://t.co/cThTfkqvxC", created_at = "2015-11-22 10:24:33", geo_lat = 0, geo_long = 0, user_id = 786816726, screen_name = "devithasaf", name = "Devita", profile_image_url = "http://pbs.twimg.com/profile_images/656095795389706240/FPdBpJ6z_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:25:08 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x91\x8D\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374507263025152, tweet_text = "RT @grossi_jim: @mefbama SOUNDS LIKE A LEADER TO ME TRYING TO PROTECT HIS CITIZENS‼️👍🏻👍🏻\nNOT LIKE THIS LIB ASSHOLE OBAMA GIVING US UP‼️", created_at = "2015-11-22 10:24:34", geo_lat = 0, geo_long = 0, user_id = 381308128, screen_name = "mefbama", name = "Melanie", profile_image_url = "http://pbs.twimg.com/profile_images/601975949542891521/xWlond7F_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:25:08 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374509037031425, tweet_text = "misheard lyrics:\nboss Michelle Obama purse so heavy got no panjamas😂😂😂", created_at = "2015-11-22 10:24:35", geo_lat = 0, geo_long = 0, user_id = 1181268338, screen_name = "emotionalswifty", name = "Taylurl", profile_image_url = "http://pbs.twimg.com/profile_images/650987738531889152/lD-MBFph_normal.jpg", is_rt = 0
Sun, 22 Nov 15 10:25:09 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x93\xB7 T...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374510207410176, tweet_text = "RT @FCBarcelona: 📷 Take a look through the best pictures from #ElClasico #FCB #MesQueUnClub https://t.co/KlvbdJRfsX https://t.co/cThTfkqvxC", created_at = "2015-11-22 10:24:35", geo_lat = 0, geo_long = 0, user_id = 3111343528, screen_name = "Nanafyyfy", name = "Nana_fyyfy", profile_image_url = "http://pbs.twimg.com/profile_images/580451112110727168/Y9s1x8or_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:25:10 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668374515118829568, url="http://timesofindia.indiatimes.com/india/Peace-talks-along-with-military-action-required-to-fight-ISIS-Sri-Sri-Ravi-Shankar/articleshow/49879918.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=TOIIndiaNews"
Sun, 22 Nov 15 10:25:12 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x88 T...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374521389424640, tweet_text = "😈 The Lord warns #ISIS #Alqaeda #Daesh some RATS bankroll by Fabius Kerry Salman are among you they work for the @CIA find them and kill em", created_at = "2015-11-22 10:24:38", geo_lat = 0, geo_long = 0, user_id = 473199911, screen_name = "RockstarBadBoy_", name = "RockstarBadBoy", profile_image_url = "http://pbs.twimg.com/profile_images/436828078283575296/eGq4ijGe_normal.jpeg", is_rt = 0
Sun, 22 Nov 15 10:25:12 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x93\xB7 T...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374525591994369, tweet_text = "RT @FCBarcelona: 📷 Take a look through the best pictures from #ElClasico #FCB #MesQueUnClub https://t.co/KlvbdJRfsX https://t.co/cThTfkqvxC", created_at = "2015-11-22 10:24:39", geo_lat = 0, geo_long = 0, user_id = 176679287, screen_name = "diaNovii", name = "Dian Novianti", profile_image_url = "http://pbs.twimg.com/profile_images/663707713168211969/-f4LUxQ0_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:25:15 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x93\xB7 T...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374538233647106, tweet_text = "RT @FCBarcelona: 📷 Take a look through the best pictures from #ElClasico #FCB #MesQueUnClub https://t.co/KlvbdJRfsX https://t.co/cThTfkqvxC", created_at = "2015-11-22 10:24:42", geo_lat = 0, geo_long = 0, user_id = 2394790542, screen_name = "Being_devilraza", name = "rehan", profile_image_url = "http://pbs.twimg.com/profile_images/651813388008321024/--r3iN4z_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:25:16 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x91\x88 W...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374542776168448, tweet_text = "RT @GaetaSusan: Can You Say \"ISIS MILITANTS\" 3 Times Fast??? Otherwise You Are A Liberal👈 When Will They Learn⁉ 😳 #StoptheInvasion https://…", created_at = "2015-11-22 10:24:43", geo_lat = 0, geo_long = 0, user_id = 2800409779, screen_name = "AfarBell", name = "Timothy Bell-Latimer", profile_image_url = "http://pbs.twimg.com/profile_images/519497243074637824/oYpH4XcG_normal.jpeg", is_rt = 1
Sun, 22 Nov 15 10:25:16 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668374541589192704, url="http://www.independent.co.uk/news/people/andrew-neil-delivers-best-opening-address-ever-to-jihadist-losers-about-futility-of-isis-terror-a6741496.html"
Sun, 22 Nov 15 10:25:20 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x93\xB7 T...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374557246394368, tweet_text = "RT @FCBarcelona: 📷 Take a look through the best pictures from #ElClasico #FCB #MesQueUnClub https://t.co/KlvbdJRfsX https://t.co/cThTfkqvxC", created_at = "2015-11-22 10:24:46", geo_lat = 0, geo_long = 0, user_id = 2339806975, screen_name = "afifhazwan98", name = "[A]fif [H]azwan", profile_image_url = "http://pbs.twimg.com/profile_images/653548532058591232/8UAfozkz_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:25:24 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x87\xBA\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374576636805120, tweet_text = "RT @DrMartyFox: Pro #Islam #Obama \nHas Been Blocking\n\n➡️ #ChristianRefugees \n\nHere Is My #ReligiousTest \n\n#StopTheInvasion \n#PJNET🇺🇸 https:…", created_at = "2015-11-22 10:24:51", geo_lat = 0, geo_long = 0, user_id = 478157435, screen_name = "LyndaG1963", name = "Lynda", profile_image_url = "http://pbs.twimg.com/profile_images/422412316982792192/vrWjuAFe_normal.jpeg", is_rt = 1
Sun, 22 Nov 15 10:25:24 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA5\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374574598344704, tweet_text = "RT @giftedteen: 2 white men were just caught entering a school 😥😓😓 school shooters maybe?? 😩😨  https://t.co/TYX0nYilYl", created_at = "2015-11-22 10:24:51", geo_lat = 0, geo_long = 0, user_id = 116728800, screen_name = "wangpilot", name = "Angelica Pickles.", profile_image_url = "http://pbs.twimg.com/profile_images/660867329836883968/8j99t_A3_normal.jpg", is_rt = 1
Sun, 22 Nov 15 10:25:24 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x93\xB7 T...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668374574124433408, tweet_text = "RT @FCBarcelona: 📷 Take a look through the best pictures from #ElClasico #FCB #MesQueUnClub https://t.co/KlvbdJRfsX https://t.co/cThTfkqvxC", created_at = "2015-11-22 10:24:50", geo_lat = 0, geo_long = 0, user_id = 4172956594, screen_name = "adrirm18", name = "Adri", profile_image_url = "http://pbs.twimg.com/profile_images/664865015128825856/m_Zvoe2h_normal.jpg", is_rt = 1
